"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
private room in hostel,private room,10,"11-2020",100.00,205.00,205.00,205.0,205.00,1,100.00,100.00,1,205.00,0.00,
private room in hostel,private room,10,"12-2020",100.00,274.00,274.00,274.0,274.00,1,100.00,100.00,7,1918.00,0.00,
private room in hostel,private room,10,"01-2021",100.00,200.00,200.00,200.0,200.00,1,100.00,100.00,1,200.00,0.00,
private room in hostel,private room,10,"02-2021",100.00,316.00,316.00,316.0,316.00,1,100.00,100.00,30,9480.00,0.00,
private room in hostel,private room,10,"03-2021",100.00,316.00,316.00,316.0,316.00,1,100.00,100.00,30,9480.00,0.00,
private room in hostel,private room,10,"04-2021",100.00,412.00,412.00,412.0,412.00,1,100.00,100.00,30,12360.00,0.00,
private room in hostel,private room,16,"08-2020",100.00,35.00,35.00,35.0,35.00,1,0.00,100.00,0,0.00,,
private room in hostel,private room,16,"09-2020",100.00,35.00,35.00,35.0,35.00,1,0.00,100.00,10,350.00,0.00,
private room in hostel,private room,16,"10-2020",100.00,45.00,45.00,45.0,45.00,1,0.00,100.00,0,0.00,0.00,
private room in hostel,private room,16,"11-2020",100.00,45.00,45.00,45.0,45.00,1,0.00,100.00,0,0.00,0.00,
private room in house,private room,1,"08-2020",100.00,18.00,14589.00,50.0,79.83,850,11.65,95.70,17927,1381.75,,
private room in house,private room,1,"09-2020",100.00,18.00,14589.00,50.0,76.51,923,11.27,95.93,23774,1414.64,21.03,
private room in house,private room,1,"10-2020",100.00,18.00,14589.00,50.0,78.27,917,11.01,95.95,21685,1507.21,-10.49,
private room in house,private room,1,"11-2020",100.00,14.00,14589.00,50.0,77.86,902,10.86,96.05,19894,1408.45,-2.24,
private room in house,private room,1,"12-2020",100.00,18.00,14589.00,50.0,78.36,890,10.45,95.94,21733,1533.50,-1.56,
private room in house,private room,1,"01-2021",99.91,15.00,14589.00,50.0,78.57,886,10.16,95.89,22035,1655.46,-0.09,
private room in house,private room,1,"02-2021",99.63,18.00,14589.00,50.0,78.70,884,10.29,95.94,20295,1463.22,-1.12,300.00
private room in house,private room,1,"03-2021",99.62,18.00,14589.00,50.0,79.13,880,10.45,95.97,20661,1497.03,-0.28,0.00
private room in house,private room,1,"04-2021",99.43,18.00,14589.00,50.0,80.25,872,10.55,96.00,20184,1539.27,-1.51,50.00
private room in house,private room,2,"08-2020",100.00,14.00,6968.00,65.0,83.26,1974,16.51,94.73,43669,1272.23,,
private room in house,private room,2,"09-2020",100.00,14.00,28613.00,65.0,100.25,2153,15.47,94.59,58635,1975.26,22.40,
private room in house,private room,2,"10-2020",100.00,14.00,28613.00,65.0,93.04,2120,15.33,94.57,52866,1785.47,-11.86,
private room in house,private room,2,"11-2020",100.00,14.00,28613.00,64.0,92.28,2104,14.92,94.77,49799,1680.22,-1.27,
private room in house,private room,2,"12-2020",99.96,13.00,28613.00,65.0,93.75,2077,15.02,94.60,54559,1872.50,-1.48,
private room in house,private room,2,"01-2021",100.00,13.00,28613.00,65.0,93.21,2055,14.94,94.52,54074,1890.79,-0.92,-100.00
private room in house,private room,2,"02-2021",99.88,13.00,28613.00,65.0,93.45,2028,14.94,94.47,49391,1804.17,-1.28,
private room in house,private room,2,"03-2021",99.88,13.00,28613.00,65.0,94.02,2021,14.84,94.52,50168,1848.23,-0.75,0.00
private room in house,private room,2,"04-2021",99.32,13.00,28613.00,65.0,94.27,1989,14.93,94.53,49161,1764.72,-1.79,466.67
private room in house,private room,3,"08-2020",100.00,25.00,755.00,70.5,89.85,146,13.01,92.95,2315,1032.91,,
private room in house,private room,3,"09-2020",100.00,25.00,755.00,74.0,91.01,154,12.99,93.43,2907,1224.68,16.67,
private room in house,private room,3,"10-2020",100.00,24.00,755.00,74.0,90.59,152,13.16,93.37,2973,1368.74,-9.85,
private room in house,private room,3,"11-2020",100.00,22.00,755.00,71.0,87.96,147,12.93,93.15,2609,1128.11,-2.73,
private room in house,private room,3,"12-2020",100.00,14.00,755.00,71.5,88.31,143,13.29,93.06,3234,1450.83,-3.37,
private room in house,private room,3,"01-2021",100.00,24.00,755.00,71.0,89.17,140,13.57,93.48,3043,1446.38,-2.33,
private room in house,private room,3,"02-2021",100.00,25.00,755.00,71.5,88.64,139,14.39,93.56,2576,1371.80,0.00,
private room in house,private room,3,"03-2021",100.00,24.00,755.00,70.5,87.30,140,14.29,93.61,2769,1325.41,1.19,
private room in house,private room,3,"04-2021",99.39,24.00,755.00,70.0,86.96,136,15.44,94.01,2883,1412.39,-3.53,
private room in house,private room,4,"08-2020",100.00,24.00,999.00,90.0,119.14,150,24.67,94.43,2190,1614.92,,
private room in house,private room,4,"09-2020",100.00,24.00,999.00,94.0,121.96,163,24.54,95.10,3265,1907.84,23.35,
private room in house,private room,4,"10-2020",100.00,24.00,999.00,98.5,123.87,162,23.46,94.57,3083,2103.94,-13.59,
private room in house,private room,4,"11-2020",100.00,22.00,999.00,94.0,122.76,153,23.53,94.40,2678,1913.73,-5.06,
private room in house,private room,4,"12-2020",100.00,24.00,999.00,96.0,124.44,153,22.22,94.59,3328,2267.95,2.96,
private room in house,private room,4,"01-2021",100.00,24.00,999.00,90.0,125.04,147,21.77,94.93,3040,2105.27,-3.45,
private room in house,private room,4,"02-2021",100.00,24.00,999.00,94.0,125.75,144,20.83,95.08,2829,1913.10,-1.79,
private room in house,private room,4,"03-2021",98.78,24.00,999.00,92.0,124.84,143,20.98,95.01,2885,1989.30,-1.82,
private room in house,private room,4,"04-2021",98.17,24.00,999.00,90.0,123.79,143,19.58,94.89,2893,1939.84,-0.62,50.00
private room in house,private room,5,"08-2020",100.00,31.00,700.00,79.5,149.55,19,21.05,92.50,229,1032.91,,
private room in house,private room,5,"09-2020",100.00,31.00,700.00,80.0,147.88,20,25.00,93.42,325,1202.27,18.18,
private room in house,private room,5,"10-2020",100.00,31.00,700.00,80.0,154.83,21,23.81,92.96,295,1557.88,-7.69,
private room in house,private room,5,"11-2020",100.00,31.00,700.00,80.0,154.96,22,22.73,93.24,211,941.56,4.17,
private room in house,private room,5,"12-2020",100.00,31.00,700.00,79.0,148.56,22,22.73,92.44,418,2402.40,0.00,
private room in house,private room,5,"01-2021",100.00,31.00,700.00,79.0,149.04,22,22.73,94.60,414,2617.52,0.00,
private room in house,private room,5,"02-2021",100.00,31.00,700.00,79.5,148.31,23,21.74,93.92,317,1146.27,4.00,
private room in house,private room,5,"03-2021",100.00,31.00,700.00,79.5,143.79,21,19.05,93.54,356,1776.75,-7.69,
private room in house,private room,5,"04-2021",100.00,31.00,700.00,79.0,145.74,20,20.00,93.70,296,1227.43,-4.17,
private room in house,private room,6,"08-2020",100.00,25.00,1357.00,150.0,274.77,37,10.81,93.95,591,4280.05,,
private room in house,private room,6,"09-2020",100.00,25.00,1357.00,129.0,263.10,39,10.26,94.00,697,4021.06,11.63,
private room in house,private room,6,"10-2020",100.00,25.00,1150.00,127.0,213.96,39,10.26,95.93,685,3605.34,-10.42,
private room in house,private room,6,"11-2020",100.00,25.00,1150.00,129.0,218.50,36,11.11,95.78,481,2503.63,-6.98,
private room in house,private room,6,"12-2020",100.00,25.00,1150.00,129.0,221.86,32,6.25,95.53,578,3236.69,-10.00,
private room in house,private room,6,"01-2021",100.00,25.00,1150.00,127.0,223.52,30,6.67,95.39,474,3416.18,-8.33,
private room in house,private room,6,"02-2021",100.00,25.00,1150.00,94.5,209.97,32,6.25,94.61,507,2807.42,9.09,
private room in house,private room,6,"03-2021",97.14,25.00,1150.00,113.0,219.53,32,6.25,94.35,630,3487.29,-5.56,
private room in house,private room,6,"04-2021",96.55,25.00,1150.00,145.0,239.18,26,7.69,94.71,407,3500.18,-17.65,0.00
private room in house,private room,7,"08-2020",100.00,49.00,600.00,85.35499999999999,164.12,13,7.69,90.64,192,2045.39,,
private room in house,private room,7,"09-2020",100.00,49.00,600.00,86.0,170.69,12,8.33,89.92,190,2165.92,-7.14,
private room in house,private room,7,"10-2020",100.00,49.00,600.00,85.5,173.42,11,9.09,89.08,190,2348.92,-7.69,
private room in house,private room,7,"11-2020",100.00,49.00,600.00,86.0,184.73,11,9.09,88.09,218,2781.36,-8.33,
private room in house,private room,7,"12-2020",100.00,49.00,600.00,106.0,203.91,11,9.09,88.09,247,3844.55,0.00,
private room in house,private room,7,"01-2021",100.00,49.00,600.00,106.0,203.82,11,9.09,88.09,246,2965.45,0.00,
private room in house,private room,7,"02-2021",100.00,49.00,600.00,96.0,194.20,10,10.00,94.90,189,2795.20,-9.09,
private room in house,private room,7,"03-2021",100.00,49.00,600.00,96.0,194.10,10,10.00,94.90,189,2792.20,0.00,
private room in house,private room,7,"04-2021",100.00,49.00,600.00,96.0,194.30,10,10.00,94.90,191,2815.40,0.00,
private room in house,private room,8,"08-2020",100.00,60.00,495.00,192.5,220.30,10,20.00,96.70,133,3340.40,,
private room in house,private room,8,"09-2020",100.00,60.00,495.00,250.0,235.44,9,11.11,96.33,128,3662.78,-10.00,
private room in house,private room,8,"10-2020",100.00,60.00,495.00,250.0,235.44,9,11.11,96.33,128,3662.78,0.00,
private room in house,private room,8,"11-2020",100.00,60.00,495.00,192.5,233.88,8,12.50,95.88,127,4089.38,-11.11,
private room in house,private room,8,"12-2020",100.00,60.00,638.00,250.0,283.86,7,0.00,95.86,110,5303.71,-12.50,
private room in house,private room,8,"01-2021",100.00,60.00,638.00,247.0,281.50,8,0.00,96.38,138,3805.50,14.29,
private room in house,private room,8,"02-2021",100.00,60.00,638.00,274.5,289.63,8,0.00,96.38,141,4962.88,0.00,
private room in house,private room,8,"03-2021",100.00,60.00,638.00,299.0,308.86,7,0.00,95.86,99,3129.14,-12.50,
private room in house,private room,8,"04-2021",100.00,60.00,638.00,192.5,241.50,8,12.50,96.38,118,2754.88,14.29,
private room in house,private room,9,"08-2020",100.00,450.00,450.00,450.0,450.00,1,0.00,100.00,0,0.00,,
private room in house,private room,9,"09-2020",100.00,450.00,450.00,450.0,450.00,1,0.00,100.00,0,0.00,0.00,
private room in house,private room,9,"10-2020",100.00,450.00,450.00,450.0,450.00,1,0.00,100.00,0,0.00,0.00,
private room in house,private room,9,"11-2020",100.00,450.00,450.00,450.0,450.00,1,0.00,100.00,0,0.00,0.00,
private room in house,private room,10,"08-2020",100.00,1500.00,1500.00,1500.0,1500.00,1,100.00,100.00,1,1500.00,,
private room in house,private room,10,"10-2020",100.00,1500.00,1500.00,1500.0,1500.00,1,100.00,100.00,30,45000.00,0.00,
private room in house,private room,10,"11-2020",100.00,1450.00,1450.00,1450.0,1450.00,1,100.00,100.00,9,13050.00,0.00,
private room in house,private room,10,"12-2020",100.00,1800.00,1800.00,1800.0,1800.00,1,100.00,100.00,25,45000.00,0.00,
private room in house,private room,10,"01-2021",100.00,1500.00,1500.00,1500.0,1500.00,1,100.00,100.00,30,45000.00,0.00,
private room in house,private room,10,"02-2021",100.00,1500.00,1500.00,1500.0,1500.00,1,100.00,100.00,30,45000.00,0.00,
private room in house,private room,10,"03-2021",100.00,1500.00,1500.00,1500.0,1500.00,1,100.00,100.00,30,45000.00,0.00,
private room in house,private room,11,"12-2020",100.00,56.00,56.00,56.0,56.00,1,0.00,100.00,0,0.00,,
private room in house,private room,12,"08-2020",100.00,80.00,80.00,80.0,80.00,1,0.00,83.00,1,80.00,,
private room in house,private room,12,"09-2020",100.00,80.00,80.00,80.0,80.00,1,0.00,83.00,0,0.00,0.00,
private room in house,private room,12,"10-2020",100.00,80.00,80.00,80.0,80.00,1,0.00,83.00,0,0.00,0.00,
private room in house,private room,12,"11-2020",100.00,80.00,80.00,80.0,80.00,1,0.00,83.00,0,0.00,0.00,
private room in house,private room,12,"12-2020",100.00,91.00,91.00,91.0,91.00,1,0.00,83.00,1,91.00,0.00,
private room in house,private room,12,"01-2021",100.00,80.00,80.00,80.0,80.00,1,0.00,84.00,0,0.00,0.00,
private room in house,private room,12,"02-2021",100.00,80.00,80.00,80.0,80.00,1,0.00,84.00,5,400.00,0.00,
private room in house,private room,12,"03-2021",100.00,200.00,200.00,200.0,200.00,1,0.00,84.00,0,0.00,0.00,
private room in house,private room,12,"04-2021",100.00,354.00,354.00,354.0,354.00,1,0.00,84.00,0,0.00,0.00,
private room in house,private room,16,"08-2020",100.00,118.00,118.00,118.0,118.00,1,0.00,93.00,30,3540.00,,
private room in house,private room,16,"09-2020",100.00,118.00,118.00,118.0,118.00,1,0.00,93.00,30,3540.00,0.00,
private room in house,private room,16,"10-2020",100.00,118.00,118.00,118.0,118.00,1,0.00,93.00,30,3540.00,0.00,
private room in house,private room,16,"11-2020",100.00,118.00,118.00,118.0,118.00,1,0.00,93.00,30,3540.00,0.00,
private room in house,private room,16,"12-2020",100.00,118.00,118.00,118.0,118.00,1,0.00,93.00,30,3540.00,0.00,
private room in house,private room,16,"01-2021",100.00,46.00,118.00,82.0,82.00,2,0.00,70.00,30,1770.00,100.00,
private room in house,private room,16,"02-2021",100.00,46.00,118.00,82.0,82.00,2,0.00,70.00,30,1770.00,0.00,
private room in house,private room,16,"03-2021",100.00,46.00,46.00,46.0,46.00,1,0.00,47.00,0,0.00,-50.00,
private room in house,private room,16,"04-2021",100.00,46.00,46.00,46.0,46.00,1,0.00,47.00,30,1380.00,0.00,
private room in in-law,private room,1,"08-2020",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,,
private room in in-law,private room,1,"09-2020",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"10-2020",100.00,137.86,137.86,137.86,137.86,1,0.00,100.00,30,4135.80,0.00,
private room in in-law,private room,1,"11-2020",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"12-2020",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"01-2021",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"02-2021",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"03-2021",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in in-law,private room,1,"04-2021",100.00,138.00,138.00,138.0,138.00,1,0.00,100.00,30,4140.00,0.00,
private room in island,private room,3,"04-2021",100.00,135.00,135.00,135.0,135.00,1,0.00,100.00,11,1485.00,,
private room in island,private room,4,"04-2021",100.00,950.00,950.00,950.0,950.00,1,0.00,100.00,0,0.00,,
private room in loft,private room,1,"08-2020",100.00,17.00,99.00,40.0,42.75,6,0.00,98.38,213,1147.50,,
private room in loft,private room,1,"09-2020",100.00,17.00,99.00,40.0,45.78,7,14.29,97.56,243,1253.33,12.50,
private room in loft,private room,1,"10-2020",100.00,17.00,99.00,40.0,45.78,7,14.29,97.56,225,1113.33,0.00,
private room in loft,private room,1,"11-2020",100.00,17.00,99.00,40.0,45.78,7,14.29,97.56,243,1253.33,0.00,
private room in loft,private room,1,"12-2020",100.00,17.00,99.00,40.0,45.78,7,14.29,97.56,235,1236.67,0.00,
private room in loft,private room,1,"01-2021",100.00,18.00,99.00,40.0,43.44,7,0.00,97.78,170,931.11,0.00,
private room in loft,private room,1,"02-2021",100.00,17.00,99.00,40.0,43.33,7,0.00,97.78,213,1020.00,0.00,
private room in loft,private room,1,"03-2021",100.00,17.00,99.00,40.0,43.33,7,0.00,97.78,242,1174.67,0.00,
private room in loft,private room,1,"04-2021",100.00,17.00,99.00,40.0,43.33,7,0.00,97.78,212,1017.89,0.00,
private room in loft,private room,2,"08-2020",100.00,37.00,200.00,73.0,82.09,20,20.00,94.17,435,1667.87,,
private room in loft,private room,2,"09-2020",100.00,40.00,200.00,76.0,86.58,22,18.18,93.69,593,2042.31,13.04,
private room in loft,private room,2,"10-2020",100.00,40.00,200.00,73.0,83.60,22,18.18,95.44,598,1993.72,-3.85,
private room in loft,private room,2,"11-2020",100.00,37.00,200.00,72.5,83.25,22,18.18,98.42,514,1752.88,-4.00,
private room in loft,private room,2,"12-2020",100.00,40.00,200.00,75.0,87.20,22,18.18,95.68,562,2067.84,4.17,
private room in loft,private room,2,"01-2021",100.00,37.00,200.00,74.0,85.46,21,19.05,98.50,485,1787.00,-4.00,
private room in loft,private room,2,"02-2021",100.00,32.00,200.00,74.0,84.25,21,19.05,95.58,532,1815.54,0.00,
private room in loft,private room,2,"03-2021",100.00,40.00,200.00,74.0,85.50,21,19.05,95.54,499,1764.50,0.00,
private room in loft,private room,2,"04-2021",100.00,40.00,200.00,74.0,87.32,20,20.00,97.09,488,1933.86,-8.33,
private room in loft,private room,3,"08-2020",100.00,90.00,95.00,92.5,92.50,2,50.00,100.00,30,1425.00,,
private room in loft,private room,3,"09-2020",100.00,90.00,95.00,92.5,92.50,2,50.00,100.00,30,1425.00,0.00,
private room in loft,private room,3,"10-2020",100.00,95.00,95.00,95.0,95.00,1,100.00,100.00,30,2850.00,-50.00,
private room in loft,private room,3,"11-2020",100.00,95.00,95.00,95.0,95.00,1,100.00,100.00,30,2850.00,0.00,
private room in loft,private room,3,"12-2020",100.00,98.00,191.00,144.5,144.50,2,50.00,96.50,30,1470.00,100.00,
private room in loft,private room,3,"01-2021",100.00,95.00,192.00,143.5,143.50,2,50.00,96.50,45,2865.00,0.00,
private room in loft,private room,3,"02-2021",100.00,102.00,186.00,144.0,144.00,2,50.00,96.50,60,4320.00,0.00,
private room in loft,private room,3,"03-2021",100.00,101.00,154.00,127.5,127.50,2,50.00,96.50,60,3825.00,0.00,
private room in loft,private room,3,"04-2021",100.00,96.00,96.00,96.0,96.00,1,100.00,100.00,30,2880.00,-50.00,
private room in loft,private room,5,"12-2020",100.00,50.00,50.00,50.0,50.00,1,0.00,100.00,15,750.00,,
private room in loft,private room,5,"01-2021",100.00,49.00,49.00,49.0,49.00,1,0.00,100.00,1,49.00,0.00,
private room in loft,private room,5,"02-2021",100.00,49.00,49.00,49.0,49.00,1,0.00,100.00,6,294.00,0.00,
private room in loft,private room,5,"03-2021",100.00,49.00,49.00,49.0,49.00,1,0.00,100.00,17,833.00,0.00,
private room in loft,private room,5,"04-2021",100.00,55.00,55.00,55.0,55.00,1,0.00,100.00,7,385.00,0.00,
private room in loft,private room,6,"08-2020",100.00,64.00,64.00,64.0,64.00,1,0.00,100.00,30,1920.00,,
private room in loft,private room,6,"09-2020",100.00,63.71,63.71,63.71,63.71,1,0.00,100.00,30,1911.30,0.00,
private room in loft,private room,6,"10-2020",100.00,57.00,57.00,57.0,57.00,1,0.00,100.00,17,969.00,0.00,
private room in loft,private room,6,"11-2020",100.00,49.00,49.00,49.0,49.00,1,0.00,100.00,7,343.00,0.00,
private room in minsu,private room,2,"09-2020",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,,
private room in minsu,private room,2,"10-2020",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"11-2020",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"12-2020",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"01-2021",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"02-2021",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"03-2021",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
private room in minsu,private room,2,"04-2021",100.00,95.00,95.00,95.0,95.00,1,0.00,100.00,30,2850.00,0.00,
